代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),季度,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
4973,廣穎,23.35,-0.2,-0.85,0.27,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.35,0.23,0.52,0.08,0.14,-0.25,-0.18,0.74,0.4,0.46,0.16,0.6
4974,亞泰,92.8,0,0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.6,0.98,0.92,0.57,0.69,1,0.77,0.38,0.09,0.9,1.32,0.67
4979,華星光,145,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.39,0.52,0.71,0.87,1.1,1.48,1.72,1.89,1.49,-0.06,-1.06,-1.05
4987,科誠,72,+0.1,+0.14,0.48,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.41,0.61,0.54,0.51,0.57,0.59,0.65,0.4,0.3,0.41,0.37,0.45
4995,晶達,58.4,+0.4,+0.69,0.25,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.26,0.38,0.26,0.32,0.37,0.32,0.19,0.19,0.2,0.2,0.29,0.03
5009,榮剛,41.95,-0.6,-1.41,1.93,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.19,2.23,2.31,2.57,3.41,2.77,2.49,0.1,0.76,1.42,1.94,2
5013,強新,28.65,-0.35,-1.21,1.2,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.03,0.97,1.09,1.33,1.11,0.55,0.76,1.36,1.39,1.35,1.53,1.95
5014,建錩,13.3,-0.1,-0.75,0.62,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.23,2.11,0.77,0.32,-0.44,0.13,-0.97,-0.38,-0.1,0.91,1.52,3.35
5015,華祺,36.4,0,0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.43,0.52,0.67,0.52,0.19,0.28,0.51,0.6,0.49,0.57,0.41,0.64
5016,松和,26.05,+0.15,+0.58,0.43,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.48,0.38,0.48,0.48,0.29,0.21,0.26,0.38,0.39,0.56,0.63,0.61
5201,凱衛,44.55,-4.95,-10,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.05,0.15,-0.02,0.06,0.07,-0.04,0.01,0.13,-0.1,-0.05,0.06,0.13
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
5202,力新,21.4,-0.8,-3.6,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.01,-0.08,0.02,-0.15,-0.07,-0.08,0.01,0.2,0.03,-0.08,-0.01,-0.02
5206,坤悅,38,+1.7,+4.68,0.55,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.22,-0.41,0.93,-0.22,-0.32,0.67,1.93,2.45,-0.09,0.06,2.08,-0.23
5209,新鼎,147,-1,-0.68,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.22,0.25,0.1,0.1,0.25,0.26,0.1,0.26,0.22,0.22,0.23,0.18
5212,凌網,52.1,+0.3,+0.58,0.1,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.14,-0.04,0.2,0.26,-0.15,0.12,0.19,0.35,-0.13,0.08,0.28,0.17
5213,亞昕,31.6,0,0,2.33,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.44,1.92,-0.59,6.86,6.32,0.49,-0.39,6.71,1,-0.31,-0.38,6.78
5220,萬達光電,18.5,-0.15,-0.8,0.55,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,0.31,1,,0.82,0.31,0.29
5230,雷笛克光學,20.4,-0.05,-0.24,0.36,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.2,0.42,0.29,0.15,0.21,0.52,0.52,0.39,0.28,0.35,0.45,0.57
5236,凌陽創新,125.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
5251,天鉞電,37.6,-3.4,-8.29,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.26,0.36,0.49,0.23,0.25,0.16,0.02,0.06,0.12,0.23,0.08,0.12
5263,智崴,94.5,+0.3,+0.32,0.39,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.16,0.84,0.46,-0.14,0.19,0.47,0.42,0.23,0.06,-0.23,0.33,0.92
5274,信驊,2870,+80,+2.87,1.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.62,0.83,0.76,0.85,0.93,0.73,1.1,0.93,1.16,1.13,1.55,1.5
5276,達輝-KY,15.25,+1.2,+8.54,0.27,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.21,0.32,0.22,0.26,0.31,0.31,0.22,0.18,0.26,0.19,0.32,0.42
5278,尚凡*,28.6,-0.7,-2.39,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.13,0.03,0.05,-0.04,-0.11,-0.04,-0.22,-0.35,-0.15,-0.29,-0.2,-0.19
5287,數字,176.5,+1,+0.57,1.43,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.06,1.55,1.37,1.1,0.95,1.65,1.64,1.43,1.2,1.57,1.86,1.73
5289,宜鼎,233,0,0,1.41,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.94,0.8,1.42,1.94,1.32,1.42,1.73,1.89,1.54,1.22,1.41,1.33
5291,邑昇,24.1,0,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.45,0.48,0.21,-0.08,0.04,0.04,-0.12,-0.1,0.05,0,0.04,-0.1
5299,杰力,75.3,-0.2,-0.26,0.11,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,0.22,-0.06,,0.06,0.22,0.1
5309,系統電,35.4,-0.5,-1.39,-0.91,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.8,-0.9,-0.23,-0.42,-0.87,-1.5,-0.76,-1.62,-0.33,-0.38,-0.43,-2.73
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
5310,天剛,47,+0.3,+0.64,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.01,0.01,-0.06,-0.02,-0.03,0,-0.03,0.33,0.01,0.05,0.09,-0.53
5312,寶島科,119.5,+0.5,+0.42,0.33,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.43,0.08,0.44,0.43,0.42,0.3,0.47,0.08,0.41,0.36,0.39,0.1
5314,世紀*,60.5,-5.1,-7.77,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.22,-0.11,-0.18,-0.16,-0.21,-0.12,-0.16,-0.17,-0.28,-0.41,-0.22,-0.27
5315,光聯,20.1,-0.1,-0.5,0.71,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.15,-0.24,0.49,0.7,0.69,0.65,0.95,1.24,1.06,1.25,1.02,0.9
5321,美而快,40,-0.45,-1.11,0.1,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.09,-0.02,0.07,0.23,0.09,0.14,0.01,0.12,0.13,0.16,0.14,0.18
5324,士開,10.75,+0.25,+2.38,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.25,-0.33,-0.35,-0.39,-0.61,-0.39,-0.35,-0.33,-0.31,1.91,-0.33,-0.37
5328,華容,12.7,-0.05,-0.39,0.06,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.05,0.06,0.01,-0.18,-0.01,0.07,-0.04,0.2,0.18,0.19,0.1,0.15
5340,建榮,30.2,-0.1,-0.33,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.27,-0.3,-0.4,-0.32,-0.18,-0.2,-0.25,-0.27,-0.14,0.08,0.08,0.11
5344,立衛,13,0,0,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.15,-0.11,-0.17,-0.53,-0.1,-0.26,-0.22,-0.28,-0.12,-0.19,-0.17,-0.25
5347,世界,90,-1.8,-1.96,14.1,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,15,16.2,14.9,16,15.5,11.9,8.95,9.82,15.9,15.6,15.3,14.2
5353,台林,26.3,-0.2,-0.75,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.13,0.02,0.12,0,0.05,-0.09,0.08,0.01,0.15,0.1,-0.04,0.09
5356,協益,27.3,0,0,1.68,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.56,2.58,2.61,1.42,1.42,1.48,1.76,1.52,1.45,1.43,1.48,1.51
5371,中光電,61.8,-0.2,-0.32,6.16,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,6.82,10.1,11,6.09,1.62,2.41,8.95,7.17,1.97,2.71,6.39,8.64
5381,合正,17.5,-0.4,-2.23,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.55,-0.63,0.21,-1.14,-0.76,-1.02,-0.09,0.18,-0.36,0.11,0.1,0.06
5386,青雲,61.4,+1.4,+2.33,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.03,-0.03,-0.03,0.01,-0.05,0.15,0.12,0.04,0.01,-0.04,0.08,0.08
5392,能率,28.05,-0.3,-1.06,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.76,-0.4,-0.11,-0.22,-0.65,-0.32,-0.32,-0.73,0.35,0.26,1.13,0.67
5398,慕康生醫,16.9,+0.05,+0.3,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.1,-0.2,0.04,0,0,-0.02,-0.02,-0.07,0.03,0.02,-0.02,0.15
5403,中菲,119,-1,-0.83,0.45,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.37,0.14,0.42,0.51,0.4,0.52,0.25,0.51,0.65,0.73,0.24,0.62
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
5410,國眾,28.4,+0.25,+0.89,0.28,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.25,0.18,0.14,0.52,0.25,0.14,0.16,0.59,0.21,0.25,0.28,0.4
5425,台半,41.55,-0.1,-0.24,3.55,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.8,3.88,3.5,2.85,3.36,3.39,3.56,4.18,3.28,3.92,3.75,4.12
5426,振發,21.9,-0.2,-0.9,0.41,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.37,0.49,0.58,0.22,0.49,0.22,0.24,0.34,0.52,0.57,0.52,0.34
5432,新門,128,+2,+1.59,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.03,0.03,0.01,0.04,0.05,0.06,0.02,0.04,0.05,0.05,0.03,0.02
5438,東友,18.45,+0.1,+0.54,0.32,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.28,0.58,0.05,0.08,0.03,0.67,0.34,0.2,0.3,0.51,0.6,0.25
5439,高技,135,-2,-1.46,0.46,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.35,0.55,0.4,0.37,0.47,0.41,0.38,0.26,0.65,0.71,0.46,0.48
5443,均豪,63.6,-0.9,-1.4,0.55,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.38,0.66,0.56,-0.26,0.58,0.71,1.45,0.22,0.44,2.39,0.66,-0.42
5450,南良,15,+0.2,+1.35,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.15,-0.16,-0.06,-0.2,-0.21,-0.16,-0.08,-0.08,0.08,-0.01,0.04,-0.01
5452,佶優,27.4,+1.05,+3.98,0.18,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.19,0.43,0.26,0.02,-0.18,0.19,0.3,0.31,0.19,-0.1,0.35,0.23
5455,昇益,38,+0.1,+0.26,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.14,-0.15,-0.14,-0.17,-0.24,-0.13,-0.11,0.01,-0.06,-0.01,-0.02,-0.14
5457,宣德,39.25,+0.5,+1.29,0.19,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.35,0.28,0.46,0.3,0.34,0.55,0.35,-0.01,0.1,-0.05,0.09,0.18
5460,同協,12.6,+0.1,+0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.21,0.3,0.28,0.19,0.21,0.31,0.15,0.23,0.17,0.21,0.08,0.11
5464,霖宏,23.05,-0.4,-1.71,0.1,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.26,0.16,0.01,0.09,0.16,-0.09,-0.02,0.08,0.04,0.2,0.31,0.05
5465,富驊,31.3,+0.05,+0.16,0.17,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.03,0.23,0.21,0.47,0.3,-0.09,-0.14,0.06,0.29,-0.03,0.27,0.49
5474,聰泰,133,-2.5,-1.85,0.57,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.16,0.2,0.38,0.74,0.71,0.43,0.78,0.54,0.75,0.67,0.64,0.84
5478,智冠,101,0,0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.42,0.78,0.91,0.72,1.59,0.17,0.12,0.46,0.75,0.97,0.65,0.75
5483,中美晶,102,+2,+2,3.1,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.46,5.15,4.18,0.67,5.94,4.21,7.67,4.55,5.67,7.8,-4.04,-9.01
5488,松普,8.5,+0.07,+0.83,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.23,0.02,-0.04,-0.07,-0.12,0.02,-0.26,0.09,-0.01,-0.14,0.23,0.25
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
5489,彩富,44.85,-4.95,-9.94,0.99,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.87,1.37,1.59,1.08,1.09,1.09,1.11,1.11,0.84,0.39,0.51,0.79
5490,同亨,21.75,+0.25,+1.16,1.16,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.17,-0.06,0.33,1.83,1.26,2.44,0.89,1.69,0.85,0.61,1.03,2.93
5493,三聯,66,-0.2,-0.3,0.52,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.45,0.63,0.56,0.38,0.38,1.05,0.69,0.19,0.4,0.55,0.34,0.57
5498,凱崴,8.69,-0.15,-1.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.05,0.08,0.08,0,0.08,-0.01,-0.01,0.01,0.01,0.09,0.14,0.09
5508,永信建,130,+1,+0.78,2.22,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.58,5.6,5.39,1.76,1.77,1.89,1.24,0.93,0.35,0.98,1.52,1.59
5511,德昌,54.9,-0.5,-0.9,1.14,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.07,1.56,0.98,2.99,0.99,1.24,0.33,0.38,0.37,0.56,0.47,2.75
5512,力麒,8.67,-0.09,-1.03,2.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.13,5.37,7.06,0.6,1.21,0.95,1.15,1.17,1.54,1.27,1.25,1.77
5514,三豐,19,+0.15,+0.8,0.63,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.4,0.16,3.37,0.55,-0.08,-0.08,-0.08,0.61,-0.08,-0.07,-0.06,-0.12
5520,力泰,77.2,-0.4,-0.52,0.28,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.27,0.08,0.06,0.28,0.35,0.31,0.35,0.2,0.3,0.47,0.39,0.3
5523,豐謙,31,+1.25,+4.2,0.29,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.01,-0.14,-0.12,4.11,-0.11,-0.16,-0.13,-0.15,-0.09,-0.15,0.16,0.26
5530,龍巖,68.8,-1.9,-2.69,3.62,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,4.71,5.1,5.86,6.02,3.32,3.84,3.56,1.76,2.71,2.87,2.24,1.5
5536,聖暉*,339,-5,-1.45,0.94,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.55,1.43,-1.89,0.45,0.71,1.81,0.93,1.33,1.33,1.42,1.87,1.4
5548,安倉,26.9,-0.95,-3.41,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
5601,台聯櫃,36,+0.8,+2.27,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.05,0.03,0.05,0.03,0.07,0.07,0.07,-0.01,0.07,0.06,0.07,0.04
5603,陸海,20.9,+0.4,+1.95,0.44,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.27,0.55,0.6,0.66,0.61,0.32,0.57,0.32,0.42,0.32,0.21,0.39
5604,中連,36.9,-0.15,-0.4,0.32,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.2,0.26,0.33,0.49,0.31,0.39,0.34,0.49,0.24,0.24,0.21,0.28
5609,中菲行,75.9,-0.6,-0.78,0.64,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.48,1.1,0.67,0.69,0.22,0.78,0.25,0.31,0.78,1.07,0.85,0.5
5703,亞都,16.25,-0.1,-0.61,0.12,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.1,0.12,0.01,0.23,0.26,0.15,-0.03,0.27,0.07,0.02,-0.19,0.5
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
5704,老爺知,24.9,+0.15,+0.61,0.1,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.17,0.07,0.23,0.17,0.2,0,0.12,0.14,0.2,-0.01,0,-0.07
5864,致和證,12.4,-0.15,-1.2,0.46,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,0.57,-0.06,,0.03,0.57,1.19
5878,台名,41.5,0,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.27,0.12,0.13,0.12,0.24,0.13,0.18,0.12,0.24,0.22,0.24,0.21
5902,德記,43.55,+1.65,+3.94,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.04,0.05,0.09,-0.04,0.03,0.06,0.06,0.02,0.06,0.09,0.16,0.04
5903,全家,201.5,+4,+2.03,3.45,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.06,4.78,5.2,1.64,1.91,3.99,4.9,2.94,1.73,4.84,5,2.37
5904,寶雅,474,-5,-1.04,2.82,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.98,1.89,2.82,2.26,2.91,2.34,3.31,2.73,2.88,3.18,4.11,3.44
6015,宏遠證,10.2,+0.05,+0.49,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.17,1.29,-1.84,-0.06,-0.6,-1.35,-2.3,-0.86,-0.32,-0.94,-0.61,-1.14
6016,康和證,11.25,-0.1,-0.88,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.65,1.42,-1.84,-0.57,0.01,2.19,-2.31,1.18,0.22,-2.35,0.38,-2.25
6020,大展證,18.6,0,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.88,2,-1.28,-0.58,0.19,-0.64,-0.47,0.49,0.25,-0.32,0.23,-0.3
6021,美好證,21.45,-0.05,-0.23,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.16,1.78,-1.51,0.05,0.34,0,-1.3,-0.15,-0.47,-0.74,0.21,-0.14
6023,元大期,79.6,-1,-1.24,0.86,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.12,0.64,0.68,0.84,0.65,0.7,1.53,1.19,1.27,0.92,0.75,1.04
6026,福邦證,11.95,-0.05,-0.42,0.56,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.73,0.83,0.86,-0.24,0.9,0.41,-1.57,1.41,0.43,-0.07,1.1,-0.1
6101,寬魚國際,38.25,+0.45,+1.19,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.24,0.16,0.05,-0.03,-0.43,-0.46,-0.55,-0.85,-0.01,-0.83,-0.12,-0.33
6103,合邦,45.65,-0.1,-0.22,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.13,-0.08,-0.08,-0.09,-0.04,-0.02,-0.01,-0.07,0.03,0.05,0.08,0.09
6104,創惟,125.5,0,0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.3,0.92,1.82,1.04,0.97,0.7,0.48,0.79,0.58,0.71,0.93,0.47
6111,大宇資,50.3,-0.7,-1.37,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.24,0.34,-0.02,-0.31,0.18,0.15,1.07,-0.47,-0.87,0.34,0.01,-0.42
6114,久威,32,-0.5,-1.54,0.62,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.1,0.44,0.18,0.74,0.69,0.82,0.67,0.66,0.46,0.53,0.66,1.44
6118,建達,15.85,-0.15,-0.94,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.09,-0.01,-0.13,-0.11,-0.24,0.06,-0.05,-0.15,0.04,-0.03,0.03,-0.04
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
6121,新普,335.5,-1.5,-0.45,9.11,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,7.81,9.21,9.4,12.5,10,8.64,9.02,10.4,7.47,7.6,8.17,9.12
6122,擎邦,44.65,-0.2,-0.45,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.08,0.08,-0.18,0.02,0.02,-0.09,-0.2,0.09,0.07,-0.01,-0.13,-0.05
6123,上奇,52.1,+0.1,+0.19,0.46,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.18,0.42,0.46,0.37,0.19,0.46,0.59,0.43,0.62,0.44,0.61,0.69
6126,信音,22.35,-0.05,-0.22,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.26,0.02,0.11,-0.85,-0.53,-0.88,-0.32,-1.32,0.11,0.05,0.71,0.34
6134,萬旭,19.45,-0.45,-2.26,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.48,-0.33,-0.23,-0.67,-0.42,-0.39,-0.02,0,-0.09,0,0.07,0.03
6138,茂達,146.5,-2.5,-1.68,0.65,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.65,0.74,0.85,0.21,0.38,0.13,0.34,0.92,0.85,0.47,1.07,1.12
6140,訊達,40.55,+3.65,+9.89,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.05,0.01,-0.02,-0.04,-0.16,-0.01,-0.02,-0.06,-0.14,0.01,-0.08,-0.09
6143,振曜,108.5,+3.5,+3.33,0.84,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.13,0.78,0.24,0.3,1.63,0.29,-0.24,1.67,0.55,0.91,1.81,1.98
6146,耕興,173,-3,-1.7,2.21,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.44,2.31,2.46,1.97,1.94,2.72,2.55,2.23,1.97,2.52,2.44,1.97
6147,頎邦,58,0,0,6.93,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,5.71,6.9,8.97,8.44,7.35,6.41,7,4.71,3.97,5.59,9.27,8.85
6148,驊宏資,60.4,-4.9,-7.5,0.23,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.4,0.21,0.31,0.68,0.2,0.17,0.24,0.11,0.16,0.19,-0.06,0.2
6151,晉倫,28.4,-0.25,-0.87,0.37,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.22,0.34,0.21,0.15,0.39,0.49,0.38,0.45,0.47,0.51,0.34,0.44
6154,順發,13.8,-0.2,-1.43,0.29,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.42,0.3,0.36,0.31,0.31,0.23,0.3,0.17,0.36,0.22,0.28,0.16
6156,松上,25,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.01,0.52,0.62,0.75,0.33,0.41,0.21,0.45,0.79,0.54,0.75,0.63
6158,禾昌,22.55,+0.05,+0.22,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-1.6,-0.32,-0.24,-0.69,-0.36,-0.74,0.19,0.27,0.14,0.11,0.32,0.03
6161,捷波,43.2,-0.55,-1.26,0.22,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.02,0.11,0.16,0.05,0.37,0.2,0.14,-0.14,0.41,0.15,0.69,0.44
6163,華電網,19.45,+0.1,+0.52,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.28,0.12,-0.71,-0.42,-0.54,0.59,-0.97,-0.97,-0.65,-0.29,-0.39,1.38
6167,久正,10.4,+0.05,+0.48,0.27,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.08,0.3,0.23,0.13,0.03,0.16,0.23,0.38,0.49,0.37,0.26,0.69
